number_volume,number_issue,number_article,year,period,type_decide,type_1,type_2,name_book,name_book_words,name_book_len,keyword,author_number,author_info,country_list,author_mutiple_country,judge_mutiple_country_article,page_start,page_end,page_quant,date_receive,date_accept,date_online,views,Crossref,Web_of_Science
10,5,8,2008,2008-5,article,Article,European Political Processes,the diversity of environmental justice,"['diversity', 'environmental', 'justice']",38.0,"['environmental justice', 'theory', 'inequality', 'sociology', 'robust strategies']",3,"[('Dr Horst-Dietrich Elvers', 'unknown', ""['Germany']"", ' Department of Sociology , Technical University of Dresden , 01062, Dresden, Germany ', 'https://www.tandfonline.com/author/Elvers%2C+Horst-Dietrich'), ('Matthias Gross', 'male', ""['Germany']"", ' Department of Urban and Environmental Sociology , Helmholtz Centre for Environmental Research – UFZ , 04318, Leipzig, Germany ', 'https://www.tandfonline.com/author/Gross%2C+Matthias'), ('Harald Heinrichs', 'male', ""['Germany']"", ' Institute for Environmental and Sustainability Communication , Leuphana University , 21335, Lüneburg, Germany ', 'https://www.tandfonline.com/author/Heinrichs%2C+Harald')]","[('Germany', 3)]",0,0,835,856,22,,,24 Dec 2008,732,20,0
10,5,9,2008,2008-5,book review,book review,BOOK REVIEWS,book reviews,"['book', 'review']",12.0,[],4,[],[],0,0,855,863,9,,,24 Dec 2008,16,0,0
10,5,10,2008,2008-5,correction,,Miscellany,erratum,['erratum'],7.0,[],0,[],[],0,0,867,867,1,,,24 Dec 2008,132,0,0
11,1,1,2009,2009-1,editorial,editorial,Editorials,editorial,['editorial'],9.0,[],1,"[('John Scott', 'male', ""['United Kingdom']"", ' University of Plymouth ', 'https://www.tandfonline.com/author/Scott%2C+John')]","[('United Kingdom', 1)]",0,0,1,2,2,,,21 Jan 2009,14,0,0
11,1,2,2009,2009-1,article,Article,Articles on Cosmopolitanism,cosmopolitan europe,"['cosmopolitan', 'europe']",19.0,"['cosmopolitanism', 'cosmopolitanization', 'Europe', 'identity', 'Eurobarometer survey', 'multiple discriminant analysis']",1,"[('Dr Florian Pichler', 'male', ""['United Kingdom']"", ' Department of Sociology , University of Surrey , Guildford, UK ', 'https://www.tandfonline.com/author/Pichler%2C+Florian')]","[('United Kingdom', 1)]",0,0,3,24,22,11 Dec 2007,,21 Jan 2009,"1,034",19,6
11,1,3,2009,2009-1,article,Article,Articles on Cosmopolitanism,"more cosmopolitan, no less local","['cosmopolitan', 'le', 'local']",32.0,"['work-related travel', 'cosmopolitanism', 'localism', 'orientations', 'belonging', 'Sweden']",1,"[('Dr Per Gustafson', 'male', ""['Sweden']"", ' Institute for Housing and Urban Research , Uppsala University , Box 785, SE-80129, Gävle, Sweden ', 'https://www.tandfonline.com/author/Gustafson%2C+Per')]","[('Sweden', 1)]",0,0,25,47,23,,,21 Jan 2009,783,62,0
11,1,4,2009,2009-1,article,Article,Articles on Business and Employment,analyzing inter-organizational relationships in the context of their national business systems,"['analyzing', 'inter-organizational', 'relationship', 'context', 'national', 'business', 'system']",94.0,"['national business systems', 'inter-organizational relationships', 'comparative research', 'institutional framework', 'trust', 'power']",2,"[('Reinhard Bachmann', 'male', ""['United Kingdom']"", ' University of Surrey , UK ', 'https://www.tandfonline.com/author/Bachmann%2C+Reinhard'), ('Arjen van Witteloostuijn', 'male', ""['United Kingdom', 'Belgium', 'Netherlands']"", ' University of Antwerp , Belgium ; University of Durham , UK ; Utrecht University , The Netherlands ', 'https://www.tandfonline.com/author/van+Witteloostuijn%2C+Arjen')]","[('United Kingdom', 2), ('Belgium', 1), ('Netherlands', 1)]",1,1,49,76,28,,,21 Jan 2009,287,9,0
11,1,5,2009,2009-1,article,Article,Articles on Business and Employment,beyond hierarchical representations of the formal/informal employment dualism,"['beyond', 'hierarchical', 'representation', 'formal/informal', 'employment', 'dualism']",77.0,"['informal economy', 'economic development', 'active citizenship', 'social cohesion', 'Ukraine']",2,"[('Colin C. Williams', 'male', ""['United Kingdom']"", ' School of Management , University of Sheffield , 9 Mappin Street, Sheffield, S1 9DT, UK ', 'https://www.tandfonline.com/author/Williams%2C+Colin+C'), ('John Round', 'male', ""['United Kingdom']"", ' School of Management , University of Sheffield , 9 Mappin Street, Sheffield, S1 9DT, UK ', 'https://www.tandfonline.com/author/Round%2C+John')]","[('United Kingdom', 2)]",0,0,77,101,25,,,21 Jan 2009,163,5,1
11,1,6,2009,2009-1,article,Article,Articles on Business and Employment,life stages and transformations of the labor market,"['life', 'stage', 'transformation', 'labor', 'market']",51.0,"['labor market', 'life cycle', 'Central Europe', 'post-communism', 'earnings']",1,"[('Mrs Marie Plessz', 'unknown', ""['France']"", ' Sciences Po/CNRS, Observatoire Sociologique du Changement , 27 Rue Saint Guillaume, Paris, 75037, France ', 'https://www.tandfonline.com/author/Plessz%2C+Marie')]","[('France', 1)]",0,0,103,136,34,11 Dec 2007,,21 Jan 2009,70,1,0
11,1,7,2009,2009-1,article,Article,Articles on Demography and its Consequences,effects of divorce on children's educational attainment in a mediterranean and catholic society,"['effect', 'divorce', 'child', ""'s"", 'educational', 'attainment', 'mediterranean', 'catholic', 'society']",95.0,"['divorce', 'Italy', 'intergenerational effects']",2,"[('Marco Albertini', 'male', ""['Spain']"", ' Juan March Institute , Madrid, Spain ', 'https://www.tandfonline.com/author/Albertini%2C+Marco'), ('Jaap Dronkers', 'male', ""['Italy']"", ' European University Institute , Florence, Italy ', 'https://www.tandfonline.com/author/Dronkers%2C+Jaap')]","[('Spain', 1), ('Italy', 1)]",0,1,137,159,23,,,21 Jan 2009,"1,162",21,3
11,1,8,2009,2009-1,article,Article,Articles on Demography and its Consequences,"concentration of working-age male mortality among manual workers in urban latvia and russia, 1970–1989","['concentration', 'working-age', 'male', 'mortality', 'among', 'manual', 'worker', 'urban', 'latvia', 'russia', '1970–1989']",102.0,"['mortality', 'Russia', 'Latvia', 'Soviet Union', 'social differences', 'health crisis']",5,"[('Evgueni Andreev', 'unknown', ""['Germany']"", ' Max Planck Institute for Demographic Research , Rostock, Germany ', 'https://www.tandfonline.com/author/Andreev%2C+Evgueni'), ('Dr Rasmus Hoffmann', 'male', ""['Italy']"", ' European University Institute , Via delle Fontanelle 10, San Domenico di Fiesole, 50014, Italy ', 'https://www.tandfonline.com/author/Hoffmann%2C+Rasmus'), ('Elwood Carlson', 'male', ""['United States']"", ' Center for Demography and Population Health , Florida State University , Tallahassee, FL, USA ', 'https://www.tandfonline.com/author/Carlson%2C+Elwood'), ('Vladimir Shkolnikov', 'male', ""['Germany']"", ' Max Planck Institute for Demographic Research , Rostock, Germany ', 'https://www.tandfonline.com/author/Shkolnikov%2C+Vladimir'), ('Tatiana L. Kharkova', 'female', ""['Russian Federation']"", ' Institute of Demography, State University, Higher School of Economics , Moscow, Russian Federation ', 'https://www.tandfonline.com/author/Kharkova%2C+Tatiana+L')]","[('Germany', 2), ('Italy', 1), ('United States', 1), ('Russian Federation', 1)]",0,1,161,185,25,,,21 Jan 2009,69,11,0
11,2,1,2009,2009-2,editorial,Article,Editorial,editorial,['editorial'],9.0,[],1,"[('John Scott', 'male', ""['United Kingdom']"", ' University of Plymouth , ', 'https://www.tandfonline.com/author/Scott%2C+John')]","[('United Kingdom', 1)]",0,0,187,188,2,,,30 Apr 2009,12,0,0
11,2,2,2009,2009-2,article,Article,Papers on Welfare and Politics,the welfare state and social capital inequality,"['welfare', 'state', 'social', 'capital', 'inequality']",47.0,"['social capital', 'inequality', 'welfare state', 'Europe']",2,"[('Wim van Oorschot', 'male', ""['Netherlands']"", ' Department of Sociology , Tilburg University , PO Box 90153, 5000, LE, Tilburg, The Netherlands ', 'https://www.tandfonline.com/author/van+Oorschot%2C+Wim'), ('Ellen Finsveen', 'female', ""['Netherlands']"", ' Department of Sociology , Tilburg University , PO Box 90153, 5000, LE, Tilburg, The Netherlands ', 'https://www.tandfonline.com/author/Finsveen%2C+Ellen')]","[('Netherlands', 2)]",0,0,189,210,22,,,30 Apr 2009,665,27,0
11,2,3,2009,2009-2,article,Article,Papers on Welfare and Politics,who wants what from the welfare state?,"['want', 'welfare', 'state']",38.0,"['welfare states', 'social policy preferences', 'generational cleavage', 'class cleavage', 'Switzerland']",2,"[('Giuliano Bonoli', 'male', ""['Switzerland']"", ' Idheap, Politique sociale , Rte de la Maladière 21, Chavannes-près-Renens, 1022, Switzerland ', 'https://www.tandfonline.com/author/Bonoli%2C+Giuliano'), ('Silja Häusermann', 'female', ""['Switzerland']"", ' Political Science , University of Zurich , Seilergraben 53, Zurich, 8001, Switzerland ', 'https://www.tandfonline.com/author/H%C3%A4usermann%2C+Silja')]","[('Switzerland', 2)]",0,0,211,232,22,,,30 Apr 2009,649,31,0
11,2,4,2009,2009-2,article,Article,Papers on Welfare and Politics,states as molders of informal relations?,"['state', 'molders', 'informal', 'relation']",40.0,"['social networks', 'welfare state', 'new institutionalism', 'ISSP', 'family', 'friends']",3,"[('Dr Thomas van der Meer', 'male', ""['Netherlands']"", ' Department of Research Methods , Radboud University Nijmegen , NISCR, Thomas van Aquinostraat 4, Nijmegen, 6500, HE, The Netherlands ', 'https://www.tandfonline.com/author/van+der+Meer%2C+Thomas'), ('Peer Scheepers', 'male', ""['Netherlands']"", ' Department of Research Methods , Radboud University Nijmegen , NISCR, Thomas van Aquinostraat 4, Nijmegen, 6500, HE, The Netherlands ', 'https://www.tandfonline.com/author/Scheepers%2C+Peer'), ('Manfred te Grotenhuis', 'male', ""['Netherlands']"", ' Department of Research Methods , Radboud University Nijmegen , NISCR, Thomas van Aquinostraat 4, Nijmegen, 6500, HE, The Netherlands ', 'https://www.tandfonline.com/author/te+Grotenhuis%2C+Manfred')]","[('Netherlands', 3)]",0,0,233,255,23,,,30 Apr 2009,207,16,3
11,2,5,2009,2009-2,article,Article,Other papers,"adult learning activities, social networks and different neighbourhoods","['adult', 'learning', 'activity', 'social', 'network', 'different', 'neighbourhood']",71.0,"['adults', 'social networks', 'learning habits']",2,"[('Dr Sabina Jelenc Krašovec', 'female', ""['Slovenia']"", ' Faculty of Arts , University of Ljubljana , Ljubljana, Slovenia ', 'https://www.tandfonline.com/author/Kra%C5%A1ovec%2C+Sabina+Jelenc'), ('Sonja Kump', 'female', ""['Slovenia']"", ' Faculty of Arts , University of Ljubljana , Ljubljana, Slovenia ', 'https://www.tandfonline.com/author/Kump%2C+Sonja')]","[('Slovenia', 2)]",0,0,257,282,26,,,30 Apr 2009,147,8,0
11,2,6,2009,2009-2,article,Article,Other papers,the ‘europeanisation’ of reference groups,"['‘', 'europeanisation', 'reference', 'group']",41.0,"['reference groups', 'income poverty', 'material deprivation', 'economic stress']",2,"[('Professor Christopher T. Whelan', 'unknown', ""['Ireland']"", "" ESRI, Social Policy Research , Whitaker Square, Sir John Rogerson's Quay , Dublin 2, Ireland "", 'https://www.tandfonline.com/author/Whelan%2C+Christopher+T'), ('Bertrand Maître', 'male', ""['Ireland']"", "" ESRI, Social Policy Research , Whitaker Square, Sir John Rogerson's Quay , Dublin 2, Ireland "", 'https://www.tandfonline.com/author/Ma%C3%AEtre%2C+Bertrand')]","[('Ireland', 2)]",0,0,283,309,27,,,30 Apr 2009,155,11,0
11,2,7,2009,2009-2,book review,book review,Book Review,book review,"['book', 'review']",11.0,[],1,"[('Libby Bishop', 'mostly_female', ""['United Kingdom']"", ' Timescapes , Unviersity of Leeds , ; UK Data Archive , Unviersity of Essex , ', 'https://www.tandfonline.com/author/Bishop%2C+Libby')]","[('United Kingdom', 1)]",0,0,311,313,3,,,30 Apr 2009,24,0,0
11,3,1,2009,2009-3,article,Article,Original Articles,at a crossroads,['crossroad'],15.0,[],2,"[('Dr Anna Bagnoli', 'female', ""['United Kingdom']"", ' Department of Sociology , University of Cambridge , Cambridge, UK ', 'https://www.tandfonline.com/author/Bagnoli%2C+Anna'), ('Kaisa Ketokivi', 'female', ""['Finland']"", ' Department of Sociology , University of Helsinki , Helsinki, Finland ', 'https://www.tandfonline.com/author/Ketokivi%2C+Kaisa')]","[('United Kingdom', 1), ('Finland', 1)]",0,1,315,324,10,,,19 Jun 2009,264,9,0
11,3,2,2009,2009-3,article,Article,Original Articles,on ‘an introspective journey’,"['‘', 'introspective', 'journey']",29.0,"['young people', 'identities', 'travel', 'gender']",1,"[('Dr Anna Bagnoli', 'female', ""['United Kingdom']"", ' Department of Sociology , University of Cambridge , Cambridge, UK ', 'https://www.tandfonline.com/author/Bagnoli%2C+Anna')]","[('United Kingdom', 1)]",0,0,325,345,21,,,19 Jun 2009,"1,495",30,0
11,3,3,2009,2009-3,article,Article,Original Articles,narratives of self and relatedness in eco-communes,"['narrative', 'self', 'relatedness', 'eco-communes']",50.0,"['resistance', 'communal living', 'family', 'gender', 'subjectivation', 'environmentalism']",3,"[('Kirsi Eräranta', 'female', ""['Finland']"", ' Department of Sociology , University of Helsinki , Helsinki, Finland ', 'https://www.tandfonline.com/author/Er%C3%A4ranta%2C+Kirsi'), ('Johanna Moisander', 'female', ""['Finland']"", ' Department of Marketing and Management , Helsinki School of Economics , Helsinki, Finland ', 'https://www.tandfonline.com/author/Moisander%2C+Johanna'), ('Sinikka Pesonen', 'female', ""['Finland']"", ' Department of Marketing and Management , Helsinki School of Economics , Helsinki, Finland ', 'https://www.tandfonline.com/author/Pesonen%2C+Sinikka')]","[('Finland', 3)]",0,0,347,367,21,,,19 Jun 2009,308,10,0
11,3,4,2009,2009-3,article,Article,Original Articles,"who chooses the wedding guests, the couple or the family?","['chooses', 'wedding', 'guest', 'couple', 'family']",57.0,"['wedding', 'wedding guests', 'family relations', 'relationality']",2,"[('Anna-Maija Castrén', 'unknown', ""['Finland']"", ' Department of Sociology , University of Helsinki , Helsinki, Finland ', 'https://www.tandfonline.com/author/Castr%C3%A9n%2C+Anna-Maija'), ('Florence Maillochon', 'female', ""['France']"", ' Centre Maurice Halbwachs , École Normale Supérieure , Paris, France ', 'https://www.tandfonline.com/author/Maillochon%2C+Florence')]","[('Finland', 1), ('France', 1)]",0,1,369,389,21,,,19 Jun 2009,331,6,0
11,3,5,2009,2009-3,article,Article,Original Articles,sharing the same fate,"['sharing', 'fate']",21.0,"['peer support', 'social bond', 'self', 'fate', 'suffering', 'other']",1,"[('Kaisa Ketokivi', 'female', ""['Finland']"", ' Department of Sociology , University of Helsinki , Helsinki, Finland ', 'https://www.tandfonline.com/author/Ketokivi%2C+Kaisa')]","[('Finland', 1)]",0,0,391,410,20,,,19 Jun 2009,294,10,0
11,3,6,2009,2009-3,article,Article,Original Articles,haunting in an age of individualization,"['haunting', 'age', 'individualization']",39.0,"['haunting', 'individualization', 'subjectivity', 'relationality', 'psycho-social studies', 'psychoanalysis', 'racialized belonging', 'masculinity']",1,"[('Sasha Roseneil', 'mostly_male', ""['United Kingdom']"", ' Birkbeck Institute for Social Research , University of London , London, UK ', 'https://www.tandfonline.com/author/Roseneil%2C+Sasha')]","[('United Kingdom', 1)]",0,0,411,430,20,,,19 Jun 2009,492,25,0
11,3,7,2009,2009-3,article,Article,Original Articles,reflexive self-talk and situated freedom in the context of sociability,"['reflexive', 'self-talk', 'situated', 'freedom', 'context', 'sociability']",70.0,"['reflexivity', 'sociability', 'drinking habits', 'young adults', 'diaries']",2,"[('Jukka Törrönen', 'male', ""['Sweden']"", ' SoRad, Centre for Social Research Alcohol and Drugs , Stockholm University , Stockholm, Sweden ', 'https://www.tandfonline.com/author/T%C3%B6rr%C3%B6nen%2C+Jukka'), ('Antti Maunu', 'male', ""['Finland']"", ' Finnish Foundation for Alcohol Studies , Helsinki, Finland ', 'https://www.tandfonline.com/author/Maunu%2C+Antti')]","[('Sweden', 1), ('Finland', 1)]",0,1,431,450,20,,,19 Jun 2009,100,2,0
11,3,8,2009,2009-3,article,Article,Original Articles,gaining perspective on choice and fate,"['gaining', 'perspective', 'choice', 'fate']",38.0,"['youth', 'qualitative longitudinal', 'biographical', 'critical moments']",2,"[('Janet Holland', 'female', ""['United Kingdom']"", ' Faculty of Arts and Human Sciences , London South Bank University , London, UK ', 'https://www.tandfonline.com/author/Holland%2C+Janet'), ('Rachel Thomson', 'female', ""['United Kingdom']"", ' School of Health and Social Welfare , The Open University , Milton Keynes, UK ', 'https://www.tandfonline.com/author/Thomson%2C+Rachel')]","[('United Kingdom', 2)]",0,0,451,469,19,,,19 Jun 2009,"1,336",51,1
